"","studyID","blockID","blockID.level2","northing_UTM","easting_UTM","LC.author.coarse","SR","Shannon","Exclude.AM.Shannon","Original.Abundance","Original.Abundance.No.AM","Abundance","Exclude.AM.Abundance","above.genus.prop","above.genus.no.AM","Ratio","abundanceMethod","block.n","subblock.n","X","SC","Est.SR","Est.Shannon","Exclude.AM.SC","Exclude.AM.Est.SR","Exclude.AM.Est.Shannon","LC.author","Lat","Long","ref_siteID","LC.point","Hist.LC.point","fert","Agr.1km","Hist.Agr.1km","Urb.1km","Hist.Urb.1km","Forest","Hist.Forest","Shrubland","Hist.Shrubland","Grassland","Hist.Grassland","biome.value","CHELSA_bio10_01","CHELSA_bio10_12","CHELSA_bio10_04","CHELSA_bio10_15","elevation_1KMmn_SRTM","elevation_1KMsd_SRTM","cell","CHELSA_bio10_02","CHELSA_bio10_07","CHELSA_bio10_06","LC.author.and.GIS","SamplingEffort","LC.GIS","PC1","PC2","Agr1","Urb1","study_LC","qPD.S","Covariate.Est.Shannon"
"3892","holz02","holz02B3","holz02holz02B3SB6",5627671.673,464014.5657,"Agriculture",3,0.916464885539471,0.916464885539471,11,11,11,11,1,1,0.272727272727273,"Abundance",1,1,2167,1,3,2.76446476681354,1,3,2.76446476681354,"crop",50.7996662601379,8.48935934335155,"holz02holz02_3060",130,130,1934.613647,0.117647059,0.117647059,0.039215686,0.039215686,0.117647059,0.117647059,0,0,0.725490196,0.725490196,4,77,876,6064,13,493.75,10.3434763,1828983057,NA,NA,NA,"Agriculture",1,"Natural",-0.339896260756544,0.509679301689805,1,0,"holz02_Agriculture",1.42929159035129,0.441611059213815
"3859","holz02","holz02B1","holz02holz02B1SB1",5705690.645,564253.4808,"Agriculture",8,1.68369609186884,1.68369609186884,39,39,39,39,1,1,0.205128205128205,"Abundance",1,1,2169,0.9513,8.97435897435897,6.04423769456623,0.9513,8.97435897435897,6.04423769456623,"crop",51.498698643878,9.92565538345671,"holz02holz02_1011",11,11,2316.914795,1,1,0,0,0,0,0,0,0,0,4,93,569,6234,16,155.2799988,2.069202662,1796324374,NA,NA,NA,"Agriculture",1,"Urban",-0.141137304793015,0.0566271869882715,1,0,"holz02_Agriculture",2.78334465288142,0.781341534986755
"3860","holz02","holz02B1","holz02holz02B1SB2",5714886.25,567231.8946,"Agriculture",5,1.22991860376421,1.22991860376421,16,16,16,16,1,1,0.3125,"Abundance",1,1,2170,0.8242,7.8125,4.38826942369713,0.8242,7.8125,4.38826942369713,"crop",51.581024178071,9.97031349865018,"holz02holz02_1021",11,11,2326.743164,0.745098039,0.68627451,0,0,0.254901961,0.31372549,0,0,0,0,4,82,872,6182,15,332.9200134,8.200829506,1792436390,NA,NA,NA,"Agriculture",1,"Urban",-0.329527402478823,0.449789023383556,1,0,"holz02_Agriculture",1.67467700514988,0.642293283814459
"3864","holz02","holz02B1","holz02holz02B1SB4",5727605.57,554562.5653,"Agriculture",8,1.84989815186856,1.84989815186856,18,18,18,18,1,1,0.444444444444444,"Abundance",1,1,2172,0.7841,15.5555555555556,9.65740021509973,0.7841,15.5555555555556,9.65740021509973,"crop",51.6967483412345,9.78946950845127,"holz02holz02_1041",10,10,2326.893555,0.807692308,0.807692308,0,0,0.096153846,0.096153846,0,0,0.096153846,0.096153846,4,84,766,6130,12,302.4899902,14.79898262,1787122725,NA,NA,NA,"Agriculture",1,"Urban",-0.31553341322974,0.394669355181089,1,0,"holz02_Agriculture",3.19682021284435,0.984860229500736
"3866","holz02","holz02B1","holz02holz02B1SB5",5717851.902,555507.5248,"Agriculture",8,1.83525117004432,1.83525117004432,27,27,27,27,1,1,0.296296296296296,"Abundance",1,1,2173,0.9312,8.96296296296296,7.40671503983222,0.9312,8.96296296296296,7.40671503983222,"crop",51.6089642535937,9.80159235231112,"holz02holz02_1051",11,11,2327.271973,1,1,0,0,0,0,0,0,0,0,4,88,840,6164,13,241.0700073,5.418957233,1791140329,NA,NA,NA,"Agriculture",1,"Urban",-0.390850476165414,0.426133139489582,1,0,"holz02_Agriculture",2.5026715411854,0.869625636266411
"3868","holz02","holz02B1","holz02holz02B1SB6",5718420.186,579416.8405,"Agriculture",11,1.90966575385353,1.90966575385353,55,55,55,55,1,1,0.2,"Abundance",1,1,2174,0.9656,11.6545454545455,7.5148811972087,0.9656,11.6545454545455,7.5148811972087,"crop",51.6112081531432,10.1469357805198,"holz02holz02_1061",11,11,2324.160645,1,0.980392157,0,0.019607843,0,0,0,0,0,0,4,90,702,6240,15,201.6199951,11.64970398,1791010853,NA,NA,NA,"Agriculture",1,"Urban",-0.249700460183709,0.243691231283777,1,0,"holz02_Agriculture",2.6937919739533,0.875922119213741
"3870","holz02","holz02B1","holz02holz02B1SB7",5712929.92,576690.3968,"Agriculture",8,1.58501607550839,1.58501607550839,41,41,41,41,1,1,0.195121951219512,"Abundance",1,1,2175,0.928,12.390243902439,5.66620487546276,0.928,12.390243902439,5.66620487546276,"crop",51.5622291549941,10.106369024749,"holz02holz02_1071",11,11,2324.479736,0.925925926,0.907407407,0.037037037,0.074074074,0.037037037,0.018518519,0,0,0,0,4,88,609,6240,14,226.3600006,8.381550789,1793343639,NA,NA,NA,"Agriculture",1,"Urban",-0.162020739339489,0.177367265608613,1,0,"holz02_Agriculture",2.09996390675794,0.753292273444983
"3874","holz02","holz02B2","holz02holz02B2SB2",5709036.719,449109.3967,"Agriculture",6,1.24165463826811,1.24165463826811,83,83,83,83,1,1,0.072289156626506,"Abundance",1,1,2177,1,6,3.57326145434825,1,6,3.57326145434825,"crop",51.5301442662802,8.26635200245162,"holz02holz02_2021",11,11,2514.68335,0.961538462,0.942307692,0,0.019230769,0.038461538,0.038461538,0,0,0,0,4,89,841,5912,14,240.4700012,11.78257656,1794898176,NA,NA,NA,"Agriculture",1,"Urban",-0.435987705727475,0.360173221909349,1,0,"holz02_Agriculture",1.22071087684393,0.55306479454738
"3875","holz02","holz02B2","holz02holz02B2SB3",5708315.957,440432.1299,"Agriculture",4,1.02625807099588,1.02625807099588,27,27,27,27,1,1,0.148148148148148,"Abundance",1,1,2178,1,4,2.96302273772935,1,4,2.96302273772935,"crop",51.5228152870263,8.14139489107225,"holz02holz02_2031",11,11,2512.671631,0.884615385,0.884615385,0,0,0.115384615,0.115384615,0,0,0,0,4,90,871,5891,14,235.25,12.29176521,1795157331,NA,NA,NA,"Agriculture",1,"Urban",-0.472893255373315,0.379405012140116,1,0,"holz02_Agriculture",1.19696994931741,0.47173498419436
"3877","holz02","holz02B2","holz02holz02B2SB4",5710334.767,425062.2993,"Agriculture",5,0.976462902726705,0.976462902726705,80,80,80,80,1,1,0.0625,"Abundance",1,1,2179,1,5,2.72668239976049,1,5,2.72668239976049,"crop",51.5391342318924,7.91946414663356,"holz02holz02_2041",11,11,2591.793457,0.884615385,0.75,0.115384615,0.25,0,0,0,0,0,0,4,96,805,5875,13,128.2400055,5.90782547,1794379652,NA,NA,NA,"Agriculture",1,"Urban",-0.491857081660486,0.300875623484472,1,0,"holz02_Agriculture",1.07725080026501,0.435634554859772
"3879","holz02","holz02B2","holz02holz02B2SB5",5722944.247,430056.7495,"Agriculture",13,1.66350655829093,1.66350655829093,110,110,110,110,1,1,0.118181818181818,"Abundance",1,1,2180,0.964,16.9636363636364,5.72029511836423,0.964,16.9636363636364,5.72029511836423,"crop",51.6531367857296,7.98895317211693,"holz02holz02_2051",11,11,2592.407715,1,1,0,0,0,0,0,0,0,0,4,98,839,5873,12,81.45999908,4.644179344,1789066077,NA,NA,NA,"Agriculture",1,"Urban",-0.552233525471101,0.343931950702368,1,0,"holz02_Agriculture",1.8219410949159,0.757418435256458
"3881","holz02","holz02B2","holz02holz02B2SB6",5719890.113,435913.802,"Agriculture",2,0.348832095843032,0.348832095843032,18,18,18,18,1,1,0.111111111111111,"Abundance",1,1,2181,1,2,1.4606835756672,1,2,1.4606835756672,"crop",51.6263773803642,8.07416519715337,"holz02holz02_2061",11,11,2514.325439,1,1,0,0,0,0,0,0,0,0,4,99,803,5893,13,71.37999725,2.595303535,1790362107,NA,NA,NA,"Agriculture",1,"Urban",-0.513713843458756,0.283986290154096,1,0,"holz02_Agriculture",0.999999999764861,0.164556145964943
"3882","holz02","holz02B2","holz02holz02B2SB7",5716602.426,444829.3341,"Agriculture",2,0.691416077617118,0.691416077617118,17,17,17,17,1,1,0.117647058823529,"Abundance",1,1,2182,1,2,2.05791920938691,1,2,2.05791920938691,"crop",51.5977637031569,8.20346835794089,"holz02holz02_2071",11,11,2513.389648,1,0.960784314,0,0.039215686,0,0,0,0,0,0,4,97,805,5917,14,98.20999908,2.960726261,1791658154,NA,NA,NA,"Agriculture",1,"Urban",-0.478075451458513,0.279043810256325,1,0,"holz02_Agriculture",0.999999999978436,0.313428321055096
"3884","holz02","holz02B3","holz02holz02B3SB1",5627527.604,488388.4245,"Agriculture",5,1.01562528895869,1.01562528895869,32,32,32,32,1,1,0.15625,"Abundance",1,1,2183,0.9092,7.90625,3.12889611623039,0.9092,7.90625,3.12889611623039,"crop",50.799371850678,8.83523080010262,"holz02holz02_3011",11,11,1741.04248,0.98,0.98,0,0,0.02,0.02,0,0,0,0,4,94,606,6191,12,213.2899933,5.200567245,1828983181,NA,NA,NA,"Agriculture",1,"Urban",-0.251975227809107,0.175834478617127,1,0,"holz02_Agriculture",1.38766355768232,0.495391144195457
"3886","holz02","holz02B3","holz02holz02B3SB2",5624379.967,488980.794,"Agriculture",9,1.55141340174579,1.55141340174579,82,82,82,82,1,1,0.109756097560976,"Abundance",1,1,2184,0.964,11.2225609756098,5.06331786484757,0.964,11.2225609756098,5.06331786484757,"crop",50.7710773511234,8.84373092118263,"holz02holz02_3021",11,11,1741.04248,0.981132075,0.981132075,0,0,0,0,0,0,0.018867925,0.018867925,4,94,648,6194,13,224.6900024,5.070887566,1830279184,NA,NA,NA,"Agriculture",1,"Urban",-0.275722255960021,0.20030465548765,1,0,"holz02_Agriculture",1.84917611355865,0.704435192371247
"3887","holz02","holz02B3","holz02holz02B3SB3",5622081.461,480894.6379,"Agriculture",6,1.35050922409306,1.35050922409306,34,34,34,34,1,1,0.176470588235294,"Abundance",1,1,2185,0.9445,6.97058823529412,4.26902977927303,0.9445,6.97058823529412,4.26902977927303,"crop",50.7501974136204,8.72917735516915,"holz02holz02_3031",11,11,1742.523438,0.888888889,0.833333333,0.018518519,0.074074074,0.018518519,0.018518519,0,0,0.055555556,0.055555556,4,97,632,6190,13,175.1100006,1.509271383,1831186343,NA,NA,NA,"Agriculture",1,"Urban",-0.288919589341289,0.164505027906886,1,0,"holz02_Agriculture",2.43548601949725,0.630329184302388
"3889","holz02","holz02B3","holz02holz02B3SB4",5622452.858,473222.4898,"Agriculture",7,1.721402322014,1.721402322014,16,16,16,16,1,1,0.4375,"Abundance",1,1,2186,0.8278,9.109375,7.53076884224609,0.8278,9.109375,7.53076884224609,"crop",50.7532340202087,8.62039816566432,"holz02holz02_3041",10,10,1743.263794,0.588235294,0.568627451,0,0.019607843,0.392156863,0.392156863,0,0,0.019607843,0.019607843,4,90,749,6148,13,280.1300049,16.29579926,1831056704,NA,NA,NA,"Agriculture",1,"Urban",-0.337277189459737,0.32258046425533,1,0,"holz02_Agriculture",2.87870108554835,0.876839317090428
"3891","holz02","holz02B3","holz02holz02B3SB5",5626858.955,470472.8329,"Agriculture",3,0.639031859650177,0.639031859650177,10,10,10,10,1,1,0.3,"Abundance",1,1,2187,0.8364,3.9,2.27561015697508,0.8364,3.9,2.27561015697508,"crop",50.7927229551329,8.58106591315729,"holz02holz02_3051",30,30,1743.95813,0.307692308,0.307692308,0,0,0.038461538,0.038461538,0,0,0.653846154,0.653846154,4,89,710,6127,13,294.230011,9.627933502,1829242290,NA,NA,NA,"Agriculture",1,"Agriculture",-0.298982704759665,0.285332934494504,1,0,"holz02_Agriculture",1.46652671075567,0.357097863533239
"3893","holz02","holz02B3","holz02holz02B3SB6",5627761.608,463400.9019,"Agriculture",6,1.02958804442437,1.02958804442437,44,44,44,44,1,1,0.136363636363636,"Abundance",1,1,2188,0.9334,8.93181818181818,3.1037864977333,0.9334,8.93181818181818,3.1037864977333,"crop",50.8004365565645,8.48064274309249,"holz02holz02_3061",130,130,1934.613647,0.137254902,0.117647059,0.078431373,0.098039216,0.156862745,0.156862745,0,0,0.62745098,0.62745098,4,78,831,6063,13,492.6799927,14.22454262,1828853454,NA,NA,NA,"Agriculture",1,"Natural",-0.313448968200799,0.461034412185379,1,0,"holz02_Agriculture",1.43816457116543,0.491891839504539
"3896","Hung01","Hung01B1","Hung01Hung01B1SB1",3630692.14,477814.08,"Natural",20,2.05834234847671,2.05834234847671,170,170,170,170,1,1,0.117647058823529,"Abundance",1,1,2190,0.959,32.1779411764706,8.61760171986735,0.959,32.1779411764706,8.61760171986735,"natural habitat",32.8140000044529,-117.237000043572,"Hung01CFS1",10,10,0,0.078947368,0.078947368,0.921052632,0.921052632,0,0,0,0,0,0,12,181,267,3602,87,93.59999847,16.31011963,2667968195,NA,NA,NA,"Agriculture",0.287267081,"Urban",-0.0778615616314143,-2.87005939399771,0,0,"Hung01_Natural",1.93155252136761,0.935386418406224
"3897","Hung01","Hung01B1","Hung01Hung01B1SB1",3639317.91,491395.29,"Natural",36,2.41118612875399,2.41118612875399,298,298,298,298,1,1,0.120805369127517,"Abundance",1,1,2191,0.9531,55.5342281879195,12.304842032072,0.9531,55.5342281879195,12.304842032072,"natural habitat",32.8920000096207,-117.091999962071,"Hung01ECR1",120,120,0,0,0,0.052631579,0.131578947,0.026315789,0,0.921052632,0.868421053,0,0,12,180,320,4123,87,187.3099976,13.00899315,2664339447,NA,NA,NA,"Natural",0.287267081,"Natural",-0.0375402844080849,-2.6986462368189,0,0,"Hung01_Natural",3.52733119162014,1.09007604265972
"3898","Hung01","Hung01B1","Hung01Hung01B1SB1",3638985.67,491020.87,"Natural",41,2.42100923923219,2.42100923923219,319,319,319,319,1,1,0.128526645768025,"Abundance",1,1,2192,0.9374,74.2288401253919,12.7038891149871,0.9374,74.2288401253919,12.7038891149871,"natural habitat",32.8890000215605,-117.095999954386,"Hung01ECR2",120,120,0,0,0,0.052631579,0.078947368,0,0,0.868421053,0.842105263,0.078947368,0.078947368,12,181,314,4109,87,182.0800018,9.818024635,2664469046,NA,NA,NA,"Natural",0.287267081,"Natural",-0.0415225441133135,-2.71601033526407,0,0,"Hung01_Natural",2.94379150849873,1.10393669439037
"3899","Hung01","Hung01B1","Hung01Hung01B1SB1",3632887.11,492699.95,"Natural",66,3.3133934119892,3.3133934119892,903,903,903,903,1,1,0.0730897009966777,"Abundance",1,1,2193,0.9834,74.6442627140302,28.741453863584,0.9834,74.6442627140302,28.741453863584,"natural habitat",32.8340000254119,-117.077999999895,"Hung01MTE2",190,190,0,0,0,0.358974359,0.384615385,0.102564103,0.076923077,0.512820513,0.512820513,0.025641026,0.025641026,12,180,320,4085,88,186.8600006,24.12634277,2667061052,NA,NA,NA,"Urban",1,"Natural",-0.0305577164920136,-2.72684545871242,0,0,"Hung01_Natural",6.66137665103379,1.4585087327948
"3901","Hung01","Hung01B1","Hung01Hung01B1SB1",3633773.14,493917.17,"Natural",69,2.99367740482295,2.99367740482295,943,943,943,943,1,1,0.0731707317073171,"Abundance",1,1,2194,0.9809,85.1828207847296,20.96409609604,0.9809,85.1828207847296,20.96409609604,"natural habitat",32.8419999825967,-117.065000008608,"Hung01MTI2",120,120,0,0,0,0,0,0,0,0.947368421,0.947368421,0.052631579,0.052631579,12,176,331,4140,88,271.1499939,56.3450737,2666672257,NA,NA,NA,"Natural",1,"Natural",0.00226425380751342,-2.67795463842005,0,0,"Hung01_Natural",5.20832979969149,1.32147614177108
"3903","Hung01","Hung01B1","Hung01Hung01B1SB1",3629123.59,487173.23,"Natural",24,1.99976739642046,1.99976739642046,484,484,484,484,1,1,0.0495867768595041,"Abundance",1,1,2195,0.9814,37.4721074380165,7.68970619786698,0.9814,37.4721074380165,7.68970619786698,"natural habitat",32.8000000238949,-117.13699999486,"Hung01MTLB1",190,190,0,0.026315789,0.026315789,0.947368421,0.947368421,0,0,0.026315789,0.026315789,0,0,12,182,275,3871,88,124.6600037,2.960472822,2668616231,NA,NA,NA,"Urban",0.712732919,"Natural",-0.0304549341183979,-2.84364638812463,0,0,"Hung01_Natural",2.70510574341254,0.885909746942827
"3904","Hung01","Hung01B1","Hung01Hung01B1SB1",3628230.08,494288.3,"Natural",50,2.35648460143595,2.35648460143595,876,876,876,876,1,1,0.0570776255707763,"Abundance",1,1,2196,0.9738,116.049514840183,11.2084072277193,0.9738,116.049514840183,11.2084072277193,"natural habitat",32.7920000439134,-117.061000006654,"Hung01MTS1A",190,190,0,0,0,0.897435897,0.923076923,0.025641026,0.025641026,0.076923077,0.051282051,0,0,12,181,317,4073,87,153.1100006,40.38487244,2669005059,NA,NA,NA,"Urban",1,"Natural",-0.0525492402638772,-2.71686073327279,0,0,"Hung01_Natural",3.47907402008133,1.04954390150136
"3906","Hung01","Hung01B1","Hung01Hung01B1SB1",3635338.93,482409.34,"Natural",30,2.34192952225957,2.34192952225957,381,381,381,381,1,1,0.078740157480315,"Abundance",1,1,2197,0.9791,35.3193350831146,10.9369853968428,0.9791,35.3193350831146,10.9369853968428,"natural habitat",32.8559999855831,-117.187999968979,"Hung01MTS2",190,190,0,0,0,0.675675676,0.675675676,0.081081081,0.081081081,0.216216216,0.216216216,0.027027027,0.027027027,12,182,275,3803,87,109.6500015,5.729528904,2666024213,NA,NA,NA,"Urban",0.287267081,"Natural",-0.0583924609817815,-2.83170114766986,0,0,"Hung01_Natural",2.83231768856659,1.03889763224118
"3907","Hung01","Hung01B1","Hung01Hung01B1SB1",3627682.94,486796.8,"Natural",20,1.81362798613444,1.81362798613444,217,217,217,217,1,1,0.0921658986175115,"Abundance",1,1,2198,0.9494,80.221198156682,6.9650047821802,0.9494,80.221198156682,6.9650047821802,"natural habitat",32.7869999626973,-117.141000043913,"Hung01MTS3",120,120,0,0.125,0.1,0.475,0.6,0.025,0.025,0.3,0.225,0.075,0.05,12,183,256,3852,87,102.5299988,15.47672749,2669264230,NA,NA,NA,"Natural",0.287267081,"Natural",-0.0307234813409804,-2.86233270967435,0,0,"Hung01_Natural",2.57330945674142,0.84292141894717
"3908","Hung01","Hung01B1","Hung01Hung01B1SB1",3620474.78,488848.78,"Natural",23,1.45757102495593,1.45757102495593,452,452,452,452,1,1,0.0508849557522124,"Abundance",1,1,2199,0.9801,63.4103982300885,4.53697296621989,0.9801,63.4103982300885,4.53697296621989,"natural habitat",32.7219999680627,-117.119000016349,"Hung01MTS6",100,100,0,0,0,0.974358974,0.974358974,0.025641026,0.025641026,0,0,0,0,12,185,255,3808,87,56.09000015,12.95923996,2672374638,NA,NA,NA,"Natural",0.287267081,"Natural",-0.0560054982269209,-2.88260888546968,0,0,"Hung01_Natural",2.67089033584418,0.656766191508356
"3909","Hung01","Hung01B1","Hung01Hung01B1SB1",3622467.19,491942.76,"Natural",23,1.86704424634433,1.86704424634433,190,190,190,190,1,1,0.121052631578947,"Abundance",1,1,2200,0.9527,43.1434210526316,7.22004307342797,0.9527,43.1434210526316,7.22004307342797,"natural habitat",32.7400000017636,-117.085999965962,"Hung01MTS7",190,190,0,0,0,1,1,0,0,0,0,0,0,12,185,265,3925,88,77.45999908,11.46683884,2671467450,NA,NA,NA,"Urban",0.287267081,"Natural",-0.032738724880235,-2.86989259301807,0,0,"Hung01_Natural",2.57542805970532,0.858539788497102
"3910","Hung01","Hung01B1","Hung01Hung01B1SB1",3637456.82,476800.23,"Natural",27,2.35240362667868,2.35240362667868,540,540,540,540,1,1,0.05,"Abundance",1,1,2201,0.9796,87.387962962963,11.1352290473696,0.9796,87.387962962963,11.1352290473696,"natural habitat",32.8749999555752,-117.248000005138,"Hung01SCR",190,190,0,0,0,0.775,0.775,0,0,0,0,0,0,12,180,297,3676,86,105.4499969,19.74101067,2665246591,NA,NA,NA,"Urban",0.287267081,"Natural",-0.110082278528825,-2.78102870968243,0,0,"Hung01_Natural",2.26159237480952,1.04669915473204
"3911","Hung01","Hung01B1","Hung01Hung01B1SB1",3621577.93,504122.68,"Natural",62,2.87760870453715,2.87760870453715,730,730,730,730,1,1,0.0849315068493151,"Abundance",1,1,2202,0.9713,84.0197945205479,18.9237936835396,0.9713,84.0197945205479,18.9237936835396,"natural habitat",32.7319999806884,-116.955999981651,"Hung01SWEA",190,190,1030.502075,0,0,0.375,0.375,0,0,0.525,0.525,0.1,0.1,12,184,288,4274,88,176.6999969,19.29896355,2671856296,NA,NA,NA,"Urban",1,"Natural",0.0132432846216813,-2.77222558780652,0,0,"Hung01_Natural",3.82356096461436,1.27700820451134
"3913","Hung01","Hung01B1","Hung01Hung01B1SB1",3621799.89,504684.76,"Natural",61,3.09974993043233,3.09974993043233,599,599,599,599,1,1,0.101836393989983,"Abundance",1,1,2203,0.9617,81.3121869782972,23.9298791499364,0.9617,81.3121869782972,23.9298791499364,"natural habitat",32.7339999797444,-116.94999996926,"Hung01SWI2",130,130,1030.502075,0.05,0.05,0.125,0.2,0.075,0.075,0.625,0.55,0.125,0.125,12,187,268,4308,88,144.3800049,27.2102108,2671726699,NA,NA,NA,"Natural",1,"Natural",0.0206896763185171,-2.81788204718942,0,0,"Hung01_Natural",5.87619060942885,1.37894050535609
"3915","Hung01","Hung01B1","Hung01Hung01B1SB1",3623572.93,497002.29,"Natural",42,1.70945556833676,1.70945556833676,628,628,628,628,1,1,0.0668789808917197,"Abundance",1,1,2204,0.9714,62.2177547770701,5.83366027773266,0.9714,62.2177547770701,5.83366027773266,"natural habitat",32.7500000177498,-117.032000014085,"Hung01SWS1",190,120,0,0,0,0.763157895,0.894736842,0,0,0.236842105,0.105263158,0,0,12,182,316,4110,88,163.4199982,21.42063522,2670949069,NA,NA,NA,"Urban",1,"Natural",-0.0384548094763183,-2.74101338615886,0,0,"Hung01_Natural",2.11478641083309,0.765941134452843
"3917","Hung01","Hung01B1","Hung01Hung01B1SB1",3627563.34,501030.05,"Natural",14,1.4803458183181,1.4803458183181,115,115,115,115,1,1,0.121739130434783,"Abundance",1,1,2205,0.9307,29.8608695652174,4.98883903341747,0.9307,29.8608695652174,4.98883903341747,"natural habitat",32.7859999649802,-116.988999974933,"Hung01SWS10",190,190,1031.591553,0,0,0.918918919,0.945945946,0.081081081,0.054054054,0,0,0,0,12,182,324,4265,87,206.9499969,8.841238976,2669393884,NA,NA,NA,"Urban",0.287267081,"Natural",-0.0326608967218365,-2.68250825255463,0,0,"Hung01_Natural",1.9597213113122,0.697999491506563
"3918","Hung01","Hung01B1","Hung01Hung01B1SB1",3620249.5,492690.64,"Natural",46,2.10534801960732,2.10534801960732,897,897,897,897,1,1,0.0512820512820513,"Abundance",1,1,2206,0.9788,66.0331970766753,8.54915182921467,0.9788,66.0331970766753,8.54915182921467,"natural habitat",32.7199999753296,-117.077999958201,"Hung01SWS3",120,120,0,0,0,0.871794872,0.871794872,0,0,0.102564103,0.102564103,0.025641026,0.025641026,12,186,273,3925,88,70.23999786,10.91981697,2672374652,NA,NA,NA,"Natural",1,"Natural",-0.053046720526828,-2.8623057118666,0,0,"Hung01_Natural",2.60372262813581,0.931923030030667
"3920","Hung01","Hung01B1","Hung01Hung01B1SB1",3610492.11,496904.54,"Natural",40,2.46094967220541,2.46094967220541,410,410,410,410,1,1,0.0975609756097561,"Abundance",1,1,2207,0.961,71.9219512195122,12.7892235987574,0.961,71.9219512195122,12.7892235987574,"natural habitat",32.6319999867036,-117.033000039759,"Hung01TRS1",190,120,803.9346924,0,0,0.80952381,0.833333333,0,0,0.19047619,0.166666667,0,0,12,184,298,3945,87,97.81999969,11.08907604,2676521869,NA,NA,NA,"Urban",0.287267081,"Natural",-0.0798155605684688,-2.78414870721401,0,0,"Hung01_Natural",3.54568183017094,1.10684418036528
"3926","isaa01","isaa01B1","isaa01isaa01B1SB1",4748281.623,565857.6229,"Agriculture",4,1.2406842919534,0.936888307539016,34,28,33,27,0.970588235294118,0.964285714285714,0.121212121212121,"Visitors (Targeted)",1,1,2213,1,4,3.62467055202809,1,3,2.65216729745583,"crop",42.884296017219,-86.1935274092599,"isaa01isaa01_DEE",70,70,359.1450806,0,0,0,0,1,1,0,0,0,0,4,88,877,8594,20,189.0800018,3.601888418,2198179371,NA,NA,NA,"Agriculture",1,"Natural",0.161760235404011,0.677058527852103,1,0,"isaa01_Agriculture",2.46814514385892,0.423600915686842
